identificationID,datasetID,basisOfRecord,Location,decimalLatitude,decimalLongitude,eventDate,eventRemarks,samplingProtocol,sampleSizeValue,sampleSizeUnit,ScientificName,taxonID,nameAccordingToID,organismQuantity,occurrenceStatus,organismQuantityType
2007-07-11;a-k-01;b-k-01;t-k-160;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2007-07-11,kfm,rdfc -- FUL,2000,square meter,Cephaloscyllium ventriosum,277105,WORMS,0,absent,individual
2001-07-17;a-k-01;b-k-01;t-k-142;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2001-07-17,kfm,rdfc -- FUL,2000,square meter,Artedius corallinus,279699,WORMS,0,absent,individual
2001-09-18;a-k-01;b-k-01;t-k-190;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2001-09-18,kfm,rdfc -- FUL,2000,square meter,Ronquilus jordani,282629,WORMS,0,absent,individual
1990-09-25;a-k-01;b-k-01;t-k-232;c-k-00001;4,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1990-09-25,kfm,visualfish -- BOT,600,cubic meter,Hypsypops rubicundus,281130,WORMS,0,absent,individual
2006-09-12;a-k-01;b-k-01;t-k-223;c-k-00001;3,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2006-09-12,kfm,visualfish -- BOT,300,cubic meter,Oxyjulis californica,240727,WORMS,0,absent,individual
2004-09-29;a-k-01;b-k-01;t-k-176;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2004-09-29,kfm,rdfc -- FUL,2000,square meter,Medialuna californiensis,281541,WORMS,0,absent,individual
2005-08-09;a-k-01;b-k-01;t-k-163;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2005-08-09,kfm,rdfc -- FUL,2000,square meter,Neoclinus,269994,WORMS,0,absent,individual
1998-07-07;a-k-01;b-k-01;t-k-175;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1998-07-07,kfm,rdfc -- FUL,2000,square meter,Myliobatis californica,271485,WORMS,0,absent,individual
2006-09-12;a-k-01;b-k-01;t-k-226;c-k-00001;4,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2006-09-12,kfm,visualfish -- BOT,300,cubic meter,Sebastes atrovirens,274772,WORMS,0,absent,individual
2004-09-29;a-k-01;b-k-01;t-k-222;c-k-00001;4,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2004-09-29,kfm,visualfish -- BOT,300,cubic meter,Chromis punctipinnis,273751,WORMS,0,absent,individual
2013-10-20;a-k-01;b-k-01;t-k-112;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2013-10-20,kfm,rdfc -- FUL,2000,square meter,Oxylebius pictus,240743,WORMS,36,present,individual
1992-09-16;a-k-01;b-k-01;t-k-227;c-k-00001;4,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1992-09-16,kfm,visualfish -- BOT,600,cubic meter,Paralabrax clathratus,282054,WORMS,0,absent,individual
1998-09-15;a-k-01;b-k-01;t-k-111;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1998-09-15,kfm,rdfc -- FUL,2000,square meter,Oxyjulis californica,240727,WORMS,NA,NA,individual
1993-07-14;a-k-01;b-k-01;t-k-228;c-k-00001;3,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1993-07-14,kfm,visualfish -- BOT,600,cubic meter,Semicossyphus pulcher,282753,WORMS,0,absent,individual
1990-07-24;a-k-01;b-k-01;t-k-225;c-k-00001;4,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1990-07-24,kfm,visualfish -- BOT,600,cubic meter,Sebastes serranoides,274852,WORMS,0,absent,individual
2001-07-17;a-k-01;b-k-01;t-k-181;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2001-07-17,kfm,rdfc -- FUL,2000,square meter,Sebastes pinniger,274836,WORMS,0,absent,individual
2008-09-09;a-k-01;b-k-01;t-k-154;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2008-09-09,kfm,rdfc -- FUL,2000,square meter,Artedius harringtoni,279701,WORMS,0,absent,individual
2003-09-09;a-k-01;b-k-01;t-k-117;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2003-09-09,kfm,rdfc -- FUL,2000,square meter,Sebastes carnatus,274779,WORMS,0,absent,individual
2009-08-18;a-k-01;b-k-01;t-k-231;c-k-00001;2,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2009-08-18,kfm,visualfish -- BOT,300,cubic meter,Rhacochilus vacca,282576,WORMS,0,absent,individual
1999-09-15;a-k-01;b-k-01;t-k-184;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1999-09-15,kfm,rdfc -- FUL,2000,square meter,Sebastes saxicola,274848,WORMS,0,absent,individual
1988-07-27;a-k-01;b-k-01;t-k-232;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1988-07-27,kfm,visualfish -- BOT,600,cubic meter,Hypsypops rubicundus,281130,WORMS,0,absent,individual
2013-10-20;a-k-01;b-k-01;t-k-230;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2013-10-20,kfm,visualfish -- BOT,300,cubic meter,Embiotoca lateralis,240740,WORMS,0,absent,individual
2014-10-01;a-k-01;b-k-01;t-k-215;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2014-10-01,kfm,rdfc -- FUL,2000,square meter,Gobiesox maeandricus,275671,WORMS,0,absent,individual
2007-07-11;a-k-01;b-k-01;t-k-228;c-k-00001;3,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2007-07-11,kfm,visualfish -- BOT,300,cubic meter,Semicossyphus pulcher,282753,WORMS,1,present,individual
2005-08-09;a-k-01;b-k-01;t-k-223;c-k-00001;2,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2005-08-09,kfm,visualfish -- BOT,300,cubic meter,Oxyjulis californica,240727,WORMS,0,absent,individual
2000-08-30;a-k-01;b-k-01;t-k-203;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2000-08-30,kfm,rdfc -- FUL,2000,square meter,Stereolepis gigas,282884,WORMS,0,absent,individual
2011-09-15;a-k-01;b-k-01;t-k-228;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2011-09-15,kfm,visualfish -- BOT,300,cubic meter,Semicossyphus pulcher,282753,WORMS,1,present,individual
2014-10-01;a-k-01;b-k-01;t-k-213;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2014-10-01,kfm,rdfc -- FUL,2000,square meter,Triakis semifasciata,279060,WORMS,0,absent,individual
2001-07-17;a-k-01;b-k-01;t-k-227;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2001-07-17,kfm,visualfish -- BOT,300,cubic meter,Paralabrax clathratus,282054,WORMS,0,absent,individual
1995-08-23;a-k-01;b-k-01;t-k-229;c-k-00001;3,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1995-08-23,kfm,visualfish -- BOT,600,cubic meter,Embiotoca jacksoni,240746,WORMS,0,absent,individual
1996-09-18;a-k-01;b-k-01;t-k-224;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1996-09-18,kfm,visualfish -- BOT,300,cubic meter,Sebastes mystinus,274823,WORMS,3,present,individual
2004-09-29;a-k-01;b-k-01;t-k-145;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2004-09-29,kfm,rdfc -- FUL,2000,square meter,Embiotocidae,151386,WORMS,0,absent,individual
2013-10-20;a-k-01;b-k-01;t-k-113;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2013-10-20,kfm,rdfc -- FUL,2000,square meter,Rhacochilus toxotes,282575,WORMS,0,absent,individual
1987-09-29;a-k-01;b-k-01;t-k-222;c-k-00001;3,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1987-09-29,kfm,visualfish -- BOT,600,cubic meter,Chromis punctipinnis,273751,WORMS,0,absent,individual
2000-06-28;a-k-01;b-k-01;t-k-224;c-k-00001;3,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2000-06-28,kfm,visualfish -- BOT,300,cubic meter,Sebastes mystinus,274823,WORMS,0,absent,individual
2003-09-09;a-k-01;b-k-01;t-k-214;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2003-09-09,kfm,rdfc -- FUL,2000,square meter,Engraulidae,125465,WORMS,0,absent,individual
2004-09-29;a-k-01;b-k-01;t-k-141;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2004-09-29,kfm,rdfc -- FUL,2000,square meter,Sebastes,126175,WORMS,0,absent,individual
2000-08-30;a-k-01;b-k-01;t-k-163;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2000-08-30,kfm,rdfc -- FUL,2000,square meter,Neoclinus,269994,WORMS,0,absent,individual
2008-09-09;a-k-01;b-k-01;t-k-187;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2008-09-09,kfm,rdfc -- FUL,2000,square meter,Heterodontus francisci,276694,WORMS,0,absent,individual
2008-09-09;a-k-01;b-k-01;t-k-144;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2008-09-09,kfm,rdfc -- FUL,2000,square meter,Citharichthys stigmaeus,275696,WORMS,0,absent,individual
2003-09-09;a-k-01;b-k-01;t-k-178;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2003-09-09,kfm,rdfc -- FUL,2000,square meter,Cymatogaster aggregata,280461,WORMS,0,absent,individual
2014-10-01;a-k-01;b-k-01;t-k-226;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2014-10-01,kfm,visualfish -- BOT,300,cubic meter,Sebastes atrovirens,274772,WORMS,3,present,individual
2000-08-30;a-k-01;b-k-01;t-k-187;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2000-08-30,kfm,rdfc -- FUL,2000,square meter,Heterodontus francisci,276694,WORMS,0,absent,individual
2001-09-18;a-k-01;b-k-01;t-k-121;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2001-09-18,kfm,rdfc -- FUL,2000,square meter,Sebastes mystinus,274823,WORMS,NA,NA,individual
2013-10-20;a-k-01;b-k-01;t-k-147;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2013-10-20,kfm,rdfc -- FUL,2000,square meter,Phanerodon furcatus,240730,WORMS,0,absent,individual
1996-07-22;a-k-01;b-k-01;t-k-137;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1996-07-22,kfm,rdfc -- FUL,2000,square meter,Rhacochilus vacca,282576,WORMS,0,absent,individual
1993-09-14;a-k-01;b-k-01;t-k-232;c-k-00001;2,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1993-09-14,kfm,visualfish -- BOT,600,cubic meter,Hypsypops rubicundus,281130,WORMS,0,absent,individual
2003-09-09;a-k-01;b-k-01;t-k-120;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2003-09-09,kfm,rdfc -- FUL,2000,square meter,Sebastes flavidus,274795,WORMS,0,absent,individual
2001-07-17;a-k-01;b-k-01;t-k-232;c-k-00001;3,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2001-07-17,kfm,visualfish -- BOT,300,cubic meter,Hypsypops rubicundus,281130,WORMS,0,absent,individual
2004-07-28;a-k-01;b-k-01;t-k-214;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2004-07-28,kfm,rdfc -- FUL,2000,square meter,Engraulidae,125465,WORMS,0,absent,individual
1989-09-14;a-k-01;b-k-01;t-k-231;c-k-00001;3,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1989-09-14,kfm,visualfish -- BOT,600,cubic meter,Rhacochilus vacca,282576,WORMS,0,absent,individual
1990-07-24;a-k-01;b-k-01;t-k-226;c-k-00001;2,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1990-07-24,kfm,visualfish -- BOT,600,cubic meter,Sebastes atrovirens,274772,WORMS,0,absent,individual
2005-08-09;a-k-01;b-k-01;t-k-120;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2005-08-09,kfm,rdfc -- FUL,2000,square meter,Sebastes flavidus,274795,WORMS,0,absent,individual
2009-08-18;a-k-01;b-k-01;t-k-189;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2009-08-18,kfm,rdfc -- FUL,2000,square meter,Squatina californica,271667,WORMS,0,absent,individual
2004-07-28;a-k-01;b-k-01;t-k-141;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2004-07-28,kfm,rdfc -- FUL,2000,square meter,Sebastes,126175,WORMS,2,present,individual
2002-09-26;a-k-01;b-k-01;t-k-149;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2002-09-26,kfm,rdfc -- FUL,2000,square meter,Sebastes paucispinis,274833,WORMS,0,absent,individual
1996-09-18;a-k-01;b-k-01;t-k-229;c-k-00001;3,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1996-09-18,kfm,visualfish -- BOT,300,cubic meter,Embiotoca jacksoni,240746,WORMS,8,present,individual
1989-08-17;a-k-01;b-k-01;t-k-223;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1989-08-17,kfm,visualfish -- BOT,600,cubic meter,Oxyjulis californica,240727,WORMS,42,present,individual
2004-09-29;a-k-01;b-k-01;t-k-212;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2004-09-29,kfm,rdfc -- FUL,2000,square meter,Ruscarius creaseri,282636,WORMS,0,absent,individual
2006-09-12;a-k-01;b-k-01;t-k-174;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2006-09-12,kfm,rdfc -- FUL,2000,square meter,Pholidae,125550,WORMS,0,absent,individual
1998-09-15;a-k-01;b-k-01;t-k-108;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1998-09-15,kfm,rdfc -- FUL,2000,square meter,Embiotoca lateralis,240740,WORMS,NA,NA,individual
2014-10-01;a-k-01;b-k-01;t-k-167;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2014-10-01,kfm,rdfc -- FUL,2000,square meter,Rathbunella hypoplecta,282556,WORMS,0,absent,individual
1993-07-14;a-k-01;b-k-01;t-k-225;c-k-00001;3,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1993-07-14,kfm,visualfish -- BOT,600,cubic meter,Sebastes serranoides,274852,WORMS,0,absent,individual
2000-08-30;a-k-01;b-k-01;t-k-123;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2000-08-30,kfm,rdfc -- FUL,2000,square meter,Semicossyphus pulcher,282753,WORMS,0,absent,individual
2008-09-09;a-k-01;b-k-01;t-k-161;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2008-09-09,kfm,rdfc -- FUL,2000,square meter,Actinopteri,843664,WORMS,0,absent,individual
2001-09-18;a-k-01;b-k-01;t-k-233;c-k-00001;3,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2001-09-18,kfm,visualfish -- BOT,300,cubic meter,Girella nigricans,280865,WORMS,0,absent,individual
2007-07-11;a-k-01;b-k-01;t-k-127;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2007-07-11,kfm,rdfc -- FUL,2000,square meter,Sebastes serriceps,274853,WORMS,1,present,individual
2009-08-18;a-k-01;b-k-01;t-k-231;c-k-00001;3,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2009-08-18,kfm,visualfish -- BOT,300,cubic meter,Rhacochilus vacca,282576,WORMS,0,absent,individual
2004-07-28;a-k-01;b-k-01;t-k-213;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2004-07-28,kfm,rdfc -- FUL,2000,square meter,Triakis semifasciata,279060,WORMS,0,absent,individual
1996-09-18;a-k-01;b-k-01;t-k-230;c-k-00001;3,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1996-09-18,kfm,visualfish -- BOT,300,cubic meter,Embiotoca lateralis,240740,WORMS,0,absent,individual
2004-07-28;a-k-01;b-k-01;t-k-149;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2004-07-28,kfm,rdfc -- FUL,2000,square meter,Sebastes paucispinis,274833,WORMS,0,absent,individual
1998-07-07;a-k-01;b-k-01;t-k-225;c-k-00001;4,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1998-07-07,kfm,visualfish -- BOT,300,cubic meter,Sebastes serranoides,274852,WORMS,0,absent,individual
2007-07-11;a-k-01;b-k-01;t-k-231;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2007-07-11,kfm,visualfish -- BOT,300,cubic meter,Rhacochilus vacca,282576,WORMS,0,absent,individual
2000-08-30;a-k-01;b-k-01;t-k-176;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2000-08-30,kfm,rdfc -- FUL,2000,square meter,Medialuna californiensis,281541,WORMS,0,absent,individual
1995-09-28;a-k-01;b-k-01;t-k-231;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1995-09-28,kfm,visualfish -- BOT,600,cubic meter,Rhacochilus vacca,282576,WORMS,4,present,individual
1993-07-14;a-k-01;b-k-01;t-k-234;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1993-07-14,kfm,visualfish -- BOT,600,cubic meter,Halichoeres semicinctus,275798,WORMS,0,absent,individual
1995-09-28;a-k-01;b-k-01;t-k-231;c-k-00001;2,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1995-09-28,kfm,visualfish -- BOT,600,cubic meter,Rhacochilus vacca,282576,WORMS,0,absent,individual
2003-09-25;a-k-01;b-k-01;t-k-219;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2003-09-25,kfm,rdfc -- FUL,2000,square meter,Neoclinus blanchardi,281679,WORMS,0,absent,individual
1998-09-15;a-k-01;b-k-01;t-k-141;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1998-09-15,kfm,rdfc -- FUL,2000,square meter,Sebastes,126175,WORMS,0,absent,individual
1998-07-07;a-k-01;b-k-01;t-k-168;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1998-07-07,kfm,rdfc -- FUL,2000,square meter,Scorpaena guttata,274713,WORMS,0,absent,individual
2007-07-11;a-k-01;b-k-01;t-k-232;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2007-07-11,kfm,visualfish -- BOT,300,cubic meter,Hypsypops rubicundus,281130,WORMS,0,absent,individual
2005-08-09;a-k-01;b-k-01;t-k-213;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2005-08-09,kfm,rdfc -- FUL,2000,square meter,Triakis semifasciata,279060,WORMS,0,absent,individual
1985-06-26;a-k-01;b-k-01;t-k-222;c-k-00001;2,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1985-06-26,kfm,visualfish -- BOT,600,cubic meter,Chromis punctipinnis,273751,WORMS,0,absent,individual
1997-07-08;a-k-01;b-k-01;t-k-225;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1997-07-08,kfm,visualfish -- BOT,300,cubic meter,Sebastes serranoides,274852,WORMS,0,absent,individual
2013-10-20;a-k-01;b-k-01;t-k-206;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2013-10-20,kfm,rdfc -- FUL,2000,square meter,Porichthys notatus,275658,WORMS,0,absent,individual
2005-08-09;a-k-01;b-k-01;t-k-157;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2005-08-09,kfm,rdfc -- FUL,2000,square meter,Heterostichus rostratus,281075,WORMS,0,absent,individual
1996-07-22;a-k-01;b-k-01;t-k-170;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1996-07-22,kfm,rdfc -- FUL,2000,square meter,Pleuronichthys coenosus,282290,WORMS,0,absent,individual
2005-08-09;a-k-01;b-k-01;t-k-147;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2005-08-09,kfm,rdfc -- FUL,2000,square meter,Phanerodon furcatus,240730,WORMS,20,present,individual
2012-07-25;a-k-01;b-k-01;t-k-138;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2012-07-25,kfm,rdfc -- FUL,2000,square meter,Sebastes miniatus,274820,WORMS,0,absent,individual
2002-09-26;a-k-01;b-k-01;t-k-225;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2002-09-26,kfm,visualfish -- BOT,300,cubic meter,Sebastes serranoides,274852,WORMS,0,absent,individual
1989-09-14;a-k-01;b-k-01;t-k-231;c-k-00001;4,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1989-09-14,kfm,visualfish -- BOT,600,cubic meter,Rhacochilus vacca,282576,WORMS,0,absent,individual
2011-09-15;a-k-01;b-k-01;t-k-162;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2011-09-15,kfm,rdfc -- FUL,2000,square meter,Ophidiidae,125505,WORMS,0,absent,individual
1996-07-22;a-k-01;b-k-01;t-k-179;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1996-07-22,kfm,rdfc -- FUL,2000,square meter,Gibbonsia montereyensis,280836,WORMS,0,absent,individual
2010-07-29;a-k-01;b-k-01;t-k-160;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2010-07-29,kfm,rdfc -- FUL,2000,square meter,Cephaloscyllium ventriosum,277105,WORMS,0,absent,individual
2002-07-25;a-k-01;b-k-01;t-k-200;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2002-07-25,kfm,rdfc -- FUL,2000,square meter,Platyrhinoidis triseriata,282280,WORMS,0,absent,individual
